,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
416578,5653,3916,3,978386247,M,50,1,74105,Remember the Titans (2000),Drama,False
297354,3101,1089,4,969583926,M,18,15,91101,Reservoir Dogs (1992),Crime|Thriller,False
914082,5567,1401,4,959347483,M,50,3,78704,Ghosts of Mississippi (1996),Drama,False
456658,1968,3608,3,974687798,M,25,11,85258,Pee-wee's Big Adventure (1985),Comedy,False
654435,5986,1186,5,956887137,F,56,1,01060,"Sex, Lies, and Videotape (1989)",Drama,False
691791,2605,2064,5,973746961,M,35,7,75013,Roger & Me (1989),Comedy|Documentary,False
383151,426,2688,3,976280630,M,18,4,55455,"General's Daughter, The (1999)",Drama|Thriller,False
14702,1340,2918,2,974785660,M,25,7,14302,Ferris Bueller's Day Off (1986),Comedy,False
820991,4961,1299,5,962637507,M,25,7,46220,"Killing Fields, The (1984)",Drama|War,False
282672,4607,2599,5,964307464,M,25,0,27403,Election (1999),Comedy,False
112799,4523,442,4,964815280,M,18,2,55304,Demolition Man (1993),Action|Sci-Fi,False
938676,2077,1605,4,980062444,M,18,0,55112,Excess Baggage (1997),Adventure|Romance,False
378817,3080,337,4,969811100,M,25,20,55410,What's Eating Gilbert Grape (1993),Drama,False
115149,1613,1084,5,974758049,M,18,20,61801,Bonnie and Clyde (1967),Crime|Drama,False
166457,1451,1385,4,974767324,M,35,20,90012,Under Siege (1992),Action,False
261628,728,2289,3,975514671,M,25,6,11598,"Player, The (1992)",Comedy|Drama,False
876527,4829,2532,3,1014487169,M,25,0,20008,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,False
380530,5077,1660,4,963203541,M,25,2,20037,Eve's Bayou (1997),Drama,False
504759,4946,3668,3,962641596,F,35,1,91106,Romeo and Juliet (1968),Drama|Romance,False
619581,4001,2555,3,965573309,F,25,1,01860,Baby Geniuses (1999),Comedy,False
640775,3265,3300,3,968363945,M,25,15,53704,Pitch Black (2000),Action|Sci-Fi,False
904455,2485,2310,5,974145003,M,35,14,95746,"Mighty, The (1998)",Drama,False
36432,1359,1907,5,974770318,M,35,1,10918,Mulan (1998),Animation|Children's,False
499208,3669,2423,4,966463799,M,25,14,60148,Christmas Vacation (1989),Comedy,False
848434,4042,1616,4,965505031,M,35,15,94002,"Peacemaker, The (1997)",Action|Thriller|War,False
696283,3768,785,4,966064732,M,25,4,86314,Kingpin (1996),Comedy,False
613205,1216,2387,4,974848363,M,25,2,90292,Very Bad Things (1998),Comedy|Crime,False
634759,4575,2901,1,964445762,F,1,10,03608,Phantasm (1979),Horror|Sci-Fi,False
88048,1150,1259,3,974876105,F,25,20,75226,Stand by Me (1986),Adventure|Comedy|Drama,False
421428,2261,1320,5,974582899,M,25,5,33025,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,False
385890,2230,2324,3,974597650,F,45,1,60302,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama,False
699573,1451,2790,2,1019672741,M,35,20,90012,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror,False
489646,1842,858,5,996422267,M,18,4,53190,"Godfather, The (1972)",Action|Crime|Drama,False
785505,4562,3098,4,967429155,M,35,10,94133,"Natural, The (1984)",Drama,False
999139,1150,197,2,974874738,F,25,20,75226,"Stars Fell on Henrietta, The (1995)",Drama,False
965835,319,3272,4,1008975127,F,50,6,33436,Bad Lieutenant (1992),Crime|Drama,False
375802,2158,111,5,974617495,M,25,12,60618,Taxi Driver (1976),Drama|Thriller,False
591171,4556,1982,1,964665722,M,45,16,55011,Halloween (1978),Horror,False
304592,3728,2395,3,966215870,M,18,4,07030,Rushmore (1998),Comedy,False
11048,22,919,3,978135611,M,18,15,53706,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
783707,1298,3590,3,974838120,M,35,6,33615,"Lords of Flatbush, The (1974)",Comedy,False
942947,3080,71,2,976307476,M,25,20,55410,Fair Game (1995),Action,False
522632,3942,2371,3,966788444,M,18,4,49855,Fletch (1985),Comedy,False
418817,4884,1307,5,963045435,M,35,14,90266,When Harry Met Sally... (1989),Comedy|Romance,False
955524,856,3150,5,997504068,F,45,6,02453,"War Zone, The (1999)",Drama,False
225520,4381,1240,4,965175353,M,25,4,65804,"Terminator, The (1984)",Action|Sci-Fi|Thriller,False
621955,3224,3516,4,1023864612,F,25,14,93428,"Bell, Book and Candle (1958)",Comedy|Romance,False
70064,5426,2916,4,960100526,M,25,14,95821,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
977610,1962,31,4,975777635,F,18,1,60914,Dangerous Minds (1995),Drama,False
940932,2109,3933,1,974651184,M,25,16,13090,"Killer Shrews, The (1959)",Horror|Sci-Fi,False
99584,1842,2490,4,996465119,M,18,4,53190,Payback (1999),Action|Thriller,False
508403,4522,3812,4,964825611,M,45,1,81004,Everything You Always Wanted to Know About Sex (1972),Comedy,False
674646,1600,2421,3,974733048,M,35,7,08234,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,False
599849,3285,832,4,968118712,M,25,4,44706,Ransom (1996),Drama|Thriller,False
349647,5550,1997,4,959621361,M,35,15,48187,"Exorcist, The (1973)",Horror,False
703464,3754,2376,4,966120128,M,56,7,94612,"View to a Kill, A (1985)",Action,False
697892,3196,1974,4,971756597,F,18,4,45219,Friday the 13th (1980),Horror,False
588859,4497,3033,5,965000248,M,50,0,29678,Spaceballs (1987),Comedy|Sci-Fi,False
376190,3971,111,3,970256663,F,18,4,80228,Taxi Driver (1976),Drama|Thriller,False
426919,889,1257,3,975250051,M,45,20,10024,Better Off Dead... (1985),Comedy,False
701482,2665,2367,3,974231958,M,35,11,98443,King Kong (1976),Action|Adventure|Horror,False
782230,5443,518,5,959983101,M,25,12,01915,"Road to Wellville, The (1994)",Comedy,False
852512,2411,92,1,974248739,F,35,14,01536,Mary Reilly (1996),Drama|Thriller,False
815324,4168,1183,5,965335478,F,45,6,37766,"English Patient, The (1996)",Drama|Romance|War,False
914545,5100,3015,4,962407895,M,50,6,193122042,Coma (1978),Thriller,False
211990,5157,1136,5,978227170,M,35,1,74012,Monty Python and the Holy Grail (1974),Comedy,False
942587,937,3901,1,995059029,M,25,15,60513,Duets (2000),Comedy|Drama,False
469596,2529,333,4,974061937,F,35,9,95903,Tommy Boy (1995),Comedy,False
185505,3858,1394,5,965871222,F,45,9,63119,Raising Arizona (1987),Comedy,False
321868,1634,357,5,974715483,F,56,0,38340,Four Weddings and a Funeral (1994),Comedy|Romance,False
402505,4103,1060,4,965572305,M,18,16,11211,Swingers (1996),Comedy|Drama,False
364958,757,161,3,975561860,M,25,12,97401,Crimson Tide (1995),Drama|Thriller|War,False
766096,45,3,2,977989159,F,45,16,94110,Grumpier Old Men (1995),Comedy|Romance,False
298739,1671,913,5,974710423,M,35,0,98368,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
74072,163,1687,2,977219856,M,18,4,85013,"Jackal, The (1997)",Action|Thriller,False
580247,4363,2822,4,965185365,M,35,14,91602,Medicine Man (1992),Adventure|Romance,False
439284,4826,2640,4,962919454,M,45,12,55436,Superman (1978),Action|Adventure|Sci-Fi,False
292134,3491,3113,3,967066924,M,25,16,28542,End of Days (1999),Action|Thriller,False
249589,5721,3006,3,958503547,M,45,11,90046,"Insider, The (1999)",Drama,False
814691,302,1183,2,976505938,M,18,4,04901,"English Patient, The (1996)",Drama|Romance|War,False
957727,1374,2609,4,974877384,M,50,1,91403,"King of Masks, The (Bian Lian) (1996)",Drama,False
120639,2105,1265,3,974652269,M,25,1,24060,Groundhog Day (1993),Comedy|Romance,False
90347,4126,3147,3,1033269308,M,25,17,53188,"Green Mile, The (1999)",Drama|Thriller,False
536568,3997,2529,4,965579062,M,35,17,45255,Planet of the Apes (1968),Action|Sci-Fi,False
742708,3832,3556,5,983368968,F,25,7,43214,"Virgin Suicides, The (1999)",Comedy|Drama,False
667449,6010,1013,4,956784357,M,35,0,79606,"Parent Trap, The (1961)",Children's|Drama,False
801935,5526,3370,3,963100353,F,35,2,27514,Betrayed (1988),Drama|Thriller,False
283519,3074,1500,5,982533007,M,25,0,23451,Grosse Pointe Blank (1997),Comedy|Crime,False
153689,687,21,3,975600268,F,25,7,14136,Get Shorty (1995),Action|Comedy|Drama,False
548693,5881,2108,4,957548343,M,35,17,30303,L.A. Story (1991),Comedy|Romance,False
324471,3024,2406,4,970470666,M,35,17,14302,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
440965,6000,592,3,956880922,M,45,17,30075,Batman (1989),Action|Adventure|Crime|Drama,False
400242,1833,3160,3,974698158,M,18,17,07030,Magnolia (1999),Drama,False
907324,1851,2147,2,974696210,M,25,19,59602,"Clan of the Cave Bear, The (1986)",Drama,False
973192,710,2513,2,975569829,M,25,20,85207,Pet Sematary (1989),Horror,False
891051,1899,950,5,974777786,F,45,6,02135,"Thin Man, The (1934)",Mystery,False
251806,4829,50,5,962919043,M,25,0,20008,"Usual Suspects, The (1995)",Crime|Thriller,False
532709,804,541,2,975399769,M,25,20,90032,Blade Runner (1982),Film-Noir|Sci-Fi,False
986215,225,1533,4,976832220,M,25,7,11215,"Promise, The (La Promesse) (1996)",Drama,False
841137,5511,965,4,959716878,M,45,1,92407,"39 Steps, The (1935)",Thriller,False
634136,5538,2752,4,959557922,M,45,12,55102,Outrageous Fortune (1987),Comedy|Mystery,False
693362,5387,2648,5,1000908371,F,25,1,45056,Frankenstein (1931),Horror,False
444299,5077,1345,2,962417539,M,25,2,20037,Carrie (1976),Horror,False
485444,5593,924,5,959226497,M,50,16,90210,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,False
521985,4404,539,4,965158031,M,25,1,57106,Sleepless in Seattle (1993),Comedy|Romance,False
330482,37,597,5,978057316,F,25,9,66212,Pretty Woman (1990),Comedy|Romance,False
492486,5543,1967,5,991509512,M,25,17,97401,Labyrinth (1986),Adventure|Children's|Fantasy,False
293591,1203,551,4,974927202,F,25,1,06417,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,False
739915,3618,11,4,966603715,M,56,17,22657,"American President, The (1995)",Comedy|Drama|Romance,False
708394,3118,3355,2,969401193,M,25,0,77025,"Ninth Gate, The (2000)",Thriller,False
724585,5312,2792,3,964669244,M,25,1,10463,Airplane II: The Sequel (1982),Comedy,False
36827,148,783,4,979577829,M,50,17,57747,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,False
443777,5516,1271,5,959705382,F,50,16,98257,Fried Green Tomatoes (1991),Drama,False
24687,3445,1270,4,967278606,F,35,20,92009,Back to the Future (1985),Comedy|Sci-Fi,False
895206,1605,3393,2,975601101,F,18,0,28270,Date with an Angel (1987),Comedy|Fantasy,False
555140,223,2706,5,976832485,M,25,17,28262,American Pie (1999),Comedy,False
976806,4932,99,3,962651866,M,25,7,63303,Heidi Fleiss: Hollywood Madam (1995),Documentary,False
332233,3620,3524,2,972867288,M,25,7,94117,Arthur (1981),Comedy|Romance,False
922891,463,1416,4,976227026,M,25,7,55105,Evita (1996),Drama|Musical,False
988246,3526,3667,2,966906717,M,35,2,62263-3004,Rent-A-Cop (1988),Action|Comedy,False
812660,1671,3341,5,974712094,M,35,0,98368,Born Yesterday (1950),Comedy,False
78590,4585,2881,3,964322806,M,35,7,30324,Double Jeopardy (1999),Action|Thriller,False
958842,4277,3819,5,967619901,M,35,16,98133,Tampopo (1986),Comedy,False
339523,1140,266,3,974879227,F,45,2,73069,Legends of the Fall (1994),Drama|Romance|War|Western,False
678632,1488,2019,5,974750860,M,25,7,94538,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama,False
418523,3683,1307,4,966356136,M,25,2,30606,When Harry Met Sally... (1989),Comedy|Romance,False
294708,2724,1513,5,973270947,F,45,2,27514,Romy and Michele's High School Reunion (1997),Comedy,False
148206,2926,1597,2,1006658529,F,18,2,55118,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
482429,1150,2252,1,974875290,F,25,20,75226,Hero (1992),Comedy|Drama,False
256735,5811,3513,1,958117310,M,18,4,60202,Rules of Engagement (2000),Drama|Thriller,False
887549,1676,1342,2,974792066,M,18,4,91301,Candyman (1992),Horror,False
209516,10,2115,5,978227934,F,35,1,95370,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
502731,5282,3591,4,961096251,F,18,4,63146,Mr. Mom (1983),Comedy|Drama,False
814622,6025,1680,5,956731376,F,25,1,32607,Sliding Doors (1998),Drama|Romance,False
160930,3182,457,4,968771905,M,25,12,12866,"Fugitive, The (1993)",Action|Thriller,False
124805,984,2353,4,975112956,M,50,16,92129,Enemy of the State (1998),Action|Thriller,False
283224,1333,1500,5,974777473,M,25,17,06460,Grosse Pointe Blank (1997),Comedy|Crime,False
724920,877,2794,2,975271439,M,25,0,90631,European Vacation (1985),Comedy,False
759813,3539,2352,4,967016596,F,25,4,77006,"Big Chill, The (1983)",Comedy|Drama,False
825890,3693,2867,4,966304617,M,25,15,94062,Fright Night (1985),Comedy|Horror,False
65854,652,2628,1,975702972,M,18,20,12222,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
830036,2018,1231,5,974677134,M,35,16,46214,"Right Stuff, The (1983)",Drama,False
488252,48,1020,2,978063213,M,25,4,92107,Cool Runnings (1993),Comedy,False
972582,4593,2996,4,968861892,F,45,1,43202,Music of the Heart (1999),Drama,False
393613,3213,223,1,968517530,F,25,1,83705,Clerks (1994),Comedy,False
676237,392,1499,1,976306587,M,18,7,20037,Anaconda (1997),Action|Adventure|Thriller,False
532121,5841,1073,5,957823812,F,35,7,10024,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,False
860172,2857,2034,3,972508894,M,25,0,10469,"Black Hole, The (1979)",Sci-Fi,False
767041,3829,804,1,965940610,F,25,1,22307,She's the One (1996),Comedy|Romance,False
411203,3546,3253,3,967027853,M,25,20,41706,Wayne's World (1992),Comedy,False
997494,727,2509,3,1007597930,M,35,11,94061,Eight Days a Week (1997),Comedy,False
75740,4879,1213,4,962769334,M,25,3,60626,GoodFellas (1990),Crime|Drama,False
850657,1737,1977,2,974709629,M,35,20,46614,Friday the 13th: The Final Chapter (1984),Horror,False
830289,4026,1231,4,965518177,M,25,7,68164,"Right Stuff, The (1983)",Drama,False
692050,4506,2064,5,964982924,M,50,16,29464,Roger & Me (1989),Comedy|Documentary,False
662430,1841,2807,1,974749431,M,18,0,95037,Universal Soldier: The Return (1999),Action|Sci-Fi,False
412124,1778,1584,4,974784765,M,18,4,94704,Contact (1997),Drama|Sci-Fi,False
65944,876,2628,3,975272067,M,25,4,43202,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
602133,4437,2763,3,965183195,F,35,5,47129,"Thomas Crown Affair, The (1999)",Action|Thriller,False
806909,1861,2065,2,974773494,M,50,16,92129,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,False
933779,948,2924,4,975161991,M,56,12,43056,Drunken Master (Zui quan) (1979),Action|Comedy,False
573870,922,3897,4,975215931,M,56,16,48009,Almost Famous (2000),Comedy|Drama,False
510597,3183,2001,3,968729053,M,50,7,60510,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,False
712535,4088,678,3,965430405,M,25,3,77057,Some Folks Call It a Sling Blade (1993),Drama|Thriller,False
106149,6040,2852,3,956715889,M,25,6,11106,"Soldier's Story, A (1984)",Drama,False
238707,1117,47,5,1001081122,M,18,14,10017,Seven (Se7en) (1995),Crime|Thriller,False
764600,601,724,3,975885182,F,18,20,06320,"Craft, The (1996)",Drama|Horror,False
222355,411,1201,4,978451210,F,45,1,43214,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
785381,3180,3098,4,968803457,M,25,14,07430,"Natural, The (1984)",Drama,False
83990,2641,1610,3,973569930,M,25,6,19428,"Hunt for Red October, The (1990)",Action|Thriller,False
607355,4979,500,2,984546018,M,35,2,55423,Mrs. Doubtfire (1993),Comedy,False
69731,4333,2916,5,965242742,M,50,2,33134,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
950145,5788,1993,1,958523340,M,25,0,92646,Child's Play 3 (1992),Horror,False
83381,271,1610,5,976636470,M,18,4,48202,"Hunt for Red October, The (1990)",Action|Thriller,False
823126,2865,3203,4,972493717,F,25,6,21014,Dead Calm (1989),Thriller,False
55124,4277,531,5,967619801,M,35,16,98133,"Secret Garden, The (1993)",Children's|Drama,False
416861,1685,1233,5,974713225,M,35,12,95833,"Boat, The (Das Boot) (1981)",Action|Drama|War,False
57507,1724,608,4,976442356,M,18,4,00961,Fargo (1996),Crime|Drama|Thriller,False
632741,4448,3032,5,992632222,M,25,14,06880,"Omega Man, The (1971)",Sci-Fi,False
100002,4931,2490,5,962653094,M,50,17,90031,Payback (1999),Action|Thriller,False
894108,3243,1769,4,968393717,M,25,12,98117,"Replacement Killers, The (1998)",Action|Thriller,False
725345,3892,65,1,965797815,M,25,20,91505,Bio-Dome (1996),Comedy,False
111000,2676,1225,5,973401830,M,56,20,78731,Amadeus (1984),Drama,False
537114,926,3189,4,975195451,M,1,10,07869,My Dog Skip (1999),Comedy,False
639173,1639,2287,4,979551736,M,25,17,95405,Them! (1954),Sci-Fi|Thriller|War,False
222656,2907,1201,3,971841563,F,35,5,12345,"Good, The Bad and The Ugly, The (1966)",Action|Western,False
652775,2116,2989,4,975899265,M,18,4,49546,For Your Eyes Only (1981),Action,False
899523,4169,2787,3,971581153,M,50,0,66048,Cat's Eye (1985),Horror,False
952691,3053,101,3,970170737,F,25,3,55102,Bottle Rocket (1996),Comedy,False
465483,4808,2094,4,962936697,M,35,0,96707-1321,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,False
728146,2990,1222,4,970953924,M,35,12,45243,Full Metal Jacket (1987),Action|Drama|War,False
664168,1425,1367,2,977590925,M,1,10,08872,101 Dalmatians (1996),Children's|Comedy,False
459386,1425,329,3,975784592,M,1,10,08872,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,False
381946,2747,3481,5,973211206,F,18,4,90025,High Fidelity (2000),Comedy,False
320261,1707,34,4,974876610,M,50,1,95070,Babe (1995),Children's|Comedy|Drama,False
733186,2251,1267,5,974595758,M,35,14,60626,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,False
332459,5812,3524,4,992073084,F,25,7,92120,Arthur (1981),Comedy|Romance,False
642504,1611,2377,3,974731218,M,25,0,03867,Lifeforce (1985),Horror|Sci-Fi,False
323076,1980,36,5,974686708,M,35,7,06460,Dead Man Walking (1995),Drama,False
198645,1211,1261,5,976671268,M,18,4,10027,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
984893,4287,1839,2,965276079,M,25,7,35244,My Giant (1998),Comedy,False
489462,1331,858,5,974952546,M,45,0,12065,"Godfather, The (1972)",Action|Crime|Drama,False
129437,2205,1196,4,974603121,F,25,7,10016,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
420237,2010,3358,3,974680180,M,18,4,81520,Defending Your Life (1991),Comedy|Romance,False
257564,5722,2282,3,958502112,M,25,20,48103,Pecker (1998),Comedy|Drama,False
742904,1051,1958,5,975044719,F,25,0,60513,Terms of Endearment (1983),Comedy|Drama,False
307369,3994,2759,4,966701950,M,50,7,43081,Dick (1999),Comedy,False
523557,409,3174,3,976289445,M,18,12,55122,Man on the Moon (1999),Comedy|Drama,False
973535,1747,3401,1,974704561,M,25,0,90638,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,False
67747,5733,2628,4,958430744,M,25,4,48109,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
458269,1941,2300,1,974853440,M,35,17,94550,"Producers, The (1968)",Comedy|Musical,False
139388,1640,95,2,974717349,M,35,17,95610,Broken Arrow (1996),Action|Thriller,False
515826,5566,1204,5,959351494,M,35,7,20901,Lawrence of Arabia (1962),Adventure|War,False
698016,5087,1974,4,962896812,F,25,6,19102,Friday the 13th (1980),Horror,False
622214,2186,2643,2,974608880,M,18,5,41018,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,False
42182,1655,1,3,974711162,M,18,4,94507,Toy Story (1995),Animation|Children's|Comedy,False
925060,1680,2439,3,974713443,M,25,20,95380,Affliction (1997),Drama,False
781849,2231,3584,3,974599623,M,50,11,85726,Breathless (1983),Action|Drama|Romance|Thriller,False
863645,2526,3771,3,974066736,M,56,13,37923,"Golden Voyage of Sinbad, The (1974)",Action|Adventure,False
19759,2102,3105,4,974655912,M,25,11,48825,Awakenings (1990),Drama,False
253419,3312,3081,4,967956260,F,18,4,90039,Sleepy Hollow (1999),Horror|Romance,False
593289,3751,3798,4,966204409,F,35,12,55555,What Lies Beneath (2000),Thriller,False
1019,3673,1193,5,970957653,M,25,2,10003,One Flew Over the Cuckoo's Nest (1975),Drama,False
777821,3892,2403,4,969754456,M,25,20,91505,First Blood (1982),Action,False
197718,5412,1580,3,960241090,M,25,12,97330,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
923500,4085,2803,4,986185704,F,25,6,79416,"Pelican Brief, The (1993)",Thriller,False
627974,3313,3863,3,967953815,M,35,20,90292,"Cell, The (2000)",Sci-Fi|Thriller,False
45003,5937,1961,3,957214797,M,25,12,60622,Rain Man (1988),Drama,False
362713,3821,2712,3,974758301,M,25,20,44313,Eyes Wide Shut (1999),Drama,False
434146,3219,7,5,968474760,F,18,4,54302,Sabrina (1995),Comedy|Romance,False
106604,5432,1945,5,960059219,M,56,13,01742,On the Waterfront (1954),Crime|Drama,False
421986,5822,1320,4,957902133,F,35,4,78212,Alien³ (1992),Action|Horror|Sci-Fi|Thriller,False
752448,4508,2973,5,964986626,M,25,20,15701,Crimes and Misdemeanors (1989),Comedy,False
113572,2872,265,4,972421047,M,25,20,94014,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance,False
369572,2737,1639,3,973226130,M,25,3,50311,Chasing Amy (1997),Drama|Romance,False
285168,4312,2959,5,965261071,M,25,18,78757,Fight Club (1999),Drama,False
955221,5275,1879,5,961111207,M,25,17,60611,"Hanging Garden, The (1997)",Drama,False
310445,5684,348,5,958611621,M,18,16,94110,Bullets Over Broadway (1994),Comedy,False
617541,5047,2391,5,966134265,M,45,6,23452,"Simple Plan, A (1998)",Crime|Thriller,False
556506,1068,2639,3,975138100,F,18,4,77581,Mommie Dearest (1981),Drama,False
612734,3807,1645,4,965966089,F,35,19,32095,"Devil's Advocate, The (1997)",Crime|Horror|Mystery|Thriller,False
302379,5585,1734,2,959284936,M,25,4,10016,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama,False
800950,4928,1208,3,962662960,F,25,3,92103,Apocalypse Now (1979),Drama|War,False
693349,5111,2648,4,962425992,M,35,2,78006,Frankenstein (1931),Horror,False
568752,4390,440,3,965164553,M,25,0,11201,Dave (1993),Comedy|Romance,False
873588,5728,575,3,958474144,F,35,20,09824,"Little Rascals, The (1994)",Children's|Comedy,False
480815,5831,1019,4,957894000,M,25,1,92120,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,False
522995,1243,3247,2,994720420,M,35,15,92627,Sister Act (1992),Comedy|Crime,False
834546,2047,1760,1,974664567,M,1,10,06437,Spice World (1997),Comedy|Musical,False
486532,2611,3703,3,973795778,M,25,3,07719,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,False
435880,230,802,4,976821425,M,45,1,43210,Phenomenon (1996),Drama|Romance,False
598203,889,1422,3,975248777,M,45,20,10024,Murder at 1600 (1997),Mystery|Thriller,False
367762,5996,454,1,956873912,F,25,0,87114,"Firm, The (1993)",Drama|Thriller,False
743198,4480,1958,3,965027098,M,25,0,94403,Terms of Endearment (1983),Comedy|Drama,False
77691,5005,3578,4,962589074,M,45,16,92807,Gladiator (2000),Action|Drama,False
27365,3851,527,5,965878997,M,25,12,60657,Schindler's List (1993),Drama|War,False
683900,2008,3911,5,974676625,M,25,3,48220,Best in Show (2000),Comedy,False
871204,329,205,2,977870776,M,35,7,02115,Unstrung Heroes (1995),Comedy|Drama,False
981203,4682,2768,5,977714671,M,25,7,05346,Stiff Upper Lips (1998),Comedy,False
393305,1807,223,4,974739356,M,18,17,20742,Clerks (1994),Comedy,False
30931,5522,1097,3,959646246,M,25,14,02460,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,False
712722,4238,312,3,965344129,M,35,16,44691,Stuart Saves His Family (1995),Comedy,False
263399,1465,1127,4,974764535,M,50,16,93003,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
146093,5178,2396,4,961820125,M,50,0,45420,Shakespeare in Love (1998),Comedy|Romance,False
303614,3942,3624,2,972840990,M,18,4,49855,Shanghai Noon (2000),Action,False
424737,2895,1252,5,972055987,M,25,11,07039,Chinatown (1974),Film-Noir|Mystery|Thriller,False
900786,1285,456,3,974793685,M,35,4,98125,Fresh (1994),Drama,False
942197,1701,1940,4,1009696575,F,25,4,97233,Gentleman's Agreement (1947),Drama,False
697798,1259,1974,5,974820598,M,35,7,2020010,Friday the 13th (1980),Horror,False
586658,457,1263,4,976232877,M,18,4,54703,"Deer Hunter, The (1978)",Drama|War,False
697741,5682,2195,5,958964726,M,18,0,23455-4959,Dirty Work (1998),Comedy,False
648064,5738,1301,3,958415302,M,25,12,55406,Forbidden Planet (1956),Sci-Fi,False
829880,796,1231,3,977754695,M,50,6,98237,"Right Stuff, The (1983)",Drama,False
942721,2719,2535,3,973286052,M,25,12,98100,Earthquake (1974),Action,False
777828,3993,2403,2,965700640,M,25,0,22015,First Blood (1982),Action,False
170178,2559,2002,4,973988244,M,18,10,53207,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,False
275451,2820,3020,2,972663952,F,35,0,02138,Falling Down (1993),Action|Drama,False
712236,5015,3450,3,962594983,M,35,6,92672,Grumpy Old Men (1993),Comedy,False
300116,5333,3409,3,1013930780,F,25,7,02332,Final Destination (2000),Drama|Thriller,False
852691,3650,490,3,966458687,M,25,0,60611,Malice (1993),Thriller,False
482132,4447,344,1,965176461,M,45,5,32953,Ace Ventura: Pet Detective (1994),Comedy,False
376557,5722,111,5,958502468,M,25,20,48103,Taxi Driver (1976),Drama|Thriller,False
676315,1600,1499,1,974733106,M,35,7,08234,Anaconda (1997),Action|Adventure|Thriller,False
595696,26,160,3,978272412,M,25,7,23112,Congo (1995),Action|Adventure|Mystery|Sci-Fi,False
35071,482,588,2,976221846,M,25,14,55305,Aladdin (1992),Animation|Children's|Comedy|Musical,False
925463,1688,2995,3,974709526,F,18,4,34243,"House on Haunted Hill, The (1999)",Horror,False
365066,1655,161,5,974711629,M,18,4,94507,Crimson Tide (1995),Drama|Thriller|War,False
378629,1374,337,4,974769602,M,50,1,91403,What's Eating Gilbert Grape (1993),Drama,False
377823,2393,2023,5,974294193,M,56,13,13123,"Godfather: Part III, The (1990)",Action|Crime|Drama,False
897547,4543,3557,3,966028584,M,25,2,11105,Jennifer 8 (1992),Thriller,False
845672,3491,1875,4,967067610,M,25,16,28542,Clockwatchers (1997),Comedy,False
476485,3864,1376,4,965856382,M,50,20,29630,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
392152,2507,367,4,974078302,M,25,4,94107,"Mask, The (1994)",Comedy|Crime|Fantasy,False
675320,721,1126,2,975775128,F,35,9,97520,Drop Dead Fred (1991),Comedy|Fantasy,False
754104,816,3361,3,975468710,M,45,0,92108,Bull Durham (1988),Comedy,False
953768,1564,20,3,974741104,M,50,1,01096,Money Train (1995),Action,False
133203,4808,736,4,962942216,M,35,0,96707-1321,Twister (1996),Action|Adventure|Romance|Thriller,False
